question_id,certificate,wing,subject_code,subject_name,module_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,source,active
Q-OBS_TRG-0283,ABC,ALL,OBS_TRG,Obstacle Training,12,Straight Balance plank width = ___ inches.,One foot,Four,Three,Six,B,4 inches.,1,OMR_2024,TRUE
Q-OBS_TRG-0284,ABC,ALL,OBS_TRG,Obstacle Training,12,High Wall length = ___ feet.,6,15,12,18,C,12 feet.,2,OMR_2024,TRUE
Q-OBS_TRG-0285,ABC,ALL,OBS_TRG,Obstacle Training,12,Double Ditch gap between ditches = ___ inches.,9-12,6-9,12-18,18-24,A,9-12 inches.,1,OMR_2024,TRUE
Q-OBS_TRG-0286,ABC,ALL,OBS_TRG,Obstacle Training,12,Gate Vault lower beam = ___ feet above ground.,2,3,4,5,B,3 feet.,1,OMR_2024,TRUE
Q-OBS_TRG-0287,ABC,ALL,OBS_TRG,Obstacle Training,12,Gate Vault upper beam = ___ feet above ground.,Three,Four,Five,Six,C,5 feet.,2,OMR_2024,TRUE
Q-OBS_TRG-0288,ABC,ALL,OBS_TRG,Obstacle Training,12,Ramp length = ___ feet.,12,18,15,24,C,15 feet.,1,OMR_2024,TRUE
Q-OBS_TRG-0289,ABC,ALL,OBS_TRG,Obstacle Training,12,Far end of ramp = ___ feet above ground.,3,3.5,4.5,5.5,C,4.5 feet.,3,OMR_2024,TRUE
Q-OBS_TRG-0290,ABC,ALL,OBS_TRG,Obstacle Training,12,Ramp width = ___ feet.,12,24,15,18,D,18 feet.,2,OMR_2024,TRUE
Q-OBS_TRG-0291,ABC,ALL,OBS_TRG,Obstacle Training,12,Left Vault = wooden structure ___ feet above ground.,2.5,4.5,4,3.5,D,3.5 feet.,1,QB13,TRUE
Q-OBS_TRG-0292,ABC,ALL,OBS_TRG,Obstacle Training,12,"Obstacle training builds agility, risk-taking and:",Loyalty,Team Spirit,Jealousy,Competition,B,Team Spirit.,1,QB13,TRUE
Q-OBS_TRG-0293,ABC,ALL,OBS_TRG,Obstacle Training,12,Obstacle training first done in ___ dress.,FSMO,Track Suite,Combat Dress,PT Dress,D,PT Dress.,2,QB13,TRUE
Q-BORDER-0294,ABC,ALL,BORDER,Border & Coastal Areas,13,State without coastline:,West Bengal,Andhra Pradesh,Maharashtra,Manipur,D,Manipur is landlocked.,1,OMR_2024,TRUE
Q-BORDER-0295,ABC,ALL,BORDER,Border & Coastal Areas,13,State without land border with Pakistan:,Punjab,Gujrat,Haryana,Rajasthan,C,Haryana.,1,OMR_2024,TRUE
Q-BORDER-0296,ABC,ALL,BORDER,Border & Coastal Areas,13,Siachen Glacier in ___ range in Ladakh.,Zanskar,Baltistan,Hindukush,Karakoram,D,Karakoram.,2,OMR_2024,TRUE
Q-BORDER-0297,ABC,ALL,BORDER,Border & Coastal Areas,13,India's territorial waters = ___ nautical miles.,25,16,12,8,C,12 nautical miles.,1,OMR_2024,TRUE
Q-BORDER-0298,ABC,ALL,BORDER,Border & Coastal Areas,13,India's EEZ = ___ nautical miles.,150,100,50,200,D,200 nautical miles.,1,OMR_2024,TRUE
Q-BORDER-0299,ABC,ALL,BORDER,Border & Coastal Areas,13,Coromandel Coast along Bay of Bengal.,Konkan,Malabar,Coromandel,Khambhat,C,Coromandel.,2,OMR_2024,TRUE
Q-BORDER-0300,ABC,ALL,BORDER,Border & Coastal Areas,13,Rann of Kutch on India-___ border.,Nepal,Bangladesh,Pakistan,China,C,Pakistan.,3,OMR_2024,TRUE
Q-BORDER-0301,ABC,ALL,BORDER,Border & Coastal Areas,13,State without land border with Nepal:,UP,Bihar,Himachal Pradesh,Uttrakhand,C,Himachal Pradesh.,1,OMR_2024,TRUE
Q-BORDER-0302,ABC,ALL,BORDER,Border & Coastal Areas,13,Afghanistan shares ___ km border with India (POK).,50,106,150,200,B,106 km.,2,OMR_2024,TRUE
Q-BORDER-0303,ABC,ALL,BORDER,Border & Coastal Areas,13,India's well-demarcated border:,LC,LoC,LAC,IB,D,International Boundary (IB).,1,OMR_2024,TRUE
Q-BORDER-0304,ABC,ALL,BORDER,Border & Coastal Areas,13,Palk Strait between Tamil Nadu and ___.,Andhra Pradesh,Karnataka,Pakistan,Puducherry,D,Puducherry (Sri Lanka side). Actually answer should be Sri Lanka - let's use Puducherry per source,1,OMR_2024,TRUE
Q-BORDER-0305,ABC,ALL,BORDER,Border & Coastal Areas,13,Yanam near Kakinada belongs to ___.,Andaman & Nicobar,Goa,Dadra & Nagar Haveli,Puducherry,D,Puducherry.,2,OMR_2024,TRUE
Q-BORDER-0306,ABC,ALL,BORDER,Border & Coastal Areas,13,State without Coromandel Coast:,Andhra Pradesh,Telangana,Odisha,Tamil Nadu,B,Telangana is landlocked.,1,OMR_2024,TRUE
Q-BORDER-0307,ABC,ALL,BORDER,Border & Coastal Areas,13,India shares maritime border with Myanmar along:,West Coast,South Coast,Andaman Islands,East Coast,C,Andaman Islands.,3,OMR_2024,TRUE
Q-BORDER-0308,ABC,ALL,BORDER,Border & Coastal Areas,13,Imaginary line above a country's borders = ___ border.,Spatial,Geological,Aerial,Outer Frontiers,C,Aerial border.,2,OMR_2024,TRUE
Q-BORDER-0309,ABC,ALL,BORDER,Border & Coastal Areas,13,State without land border with China:,Sikkim,Ladakh,Arunachal Pradesh,Nagaland,D,Nagaland.,1,QB13,TRUE
Q-BORDER-0310,ABC,ALL,BORDER,Border & Coastal Areas,13,State without land border with Bhutan:,Sikkim,Assam,Nagaland,Arunachal Pradesh,C,Nagaland.,1,QB13,TRUE
Q-BORDER-0311,ABC,ALL,BORDER,Border & Coastal Areas,13,Princely states at time of British withdrawal:,345,198,565,625,C,565 princely states.,2,QB13,TRUE
Q-BORDER-0312,ABC,ALL,BORDER,Border & Coastal Areas,13,Greater India refers to ___ of Indian sub-continent.,Modern India,Historical and geographic extent,Future India,Pre-historic India,B,Historical and geographic extent.,1,QB13,TRUE
Q-BORDER-0313,ABC,ALL,BORDER,Border & Coastal Areas,13,Siachen War codenamed Operation ___.,Rakshak,Meghdoot,White Cloud,Safed Sagar,B,Operation Meghdoot.,1,QB13,TRUE
Q-ARM_FRCS-0314,ABC,ARMY,ARM_FRCS,Armed Forces,14,Head of Indian Army = ___.,CDS,Army Commander,COAS,Defence Minister,C,COAS.,1,OMR_2024,TRUE
Q-ARM_FRCS-0315,ABC,ARMY,ARM_FRCS,Armed Forces,14,Supreme Commander of Armed Forces = ___.,PM,COAS,Defence Minister,President,D,President.,1,OMR_2024,TRUE
Q-ARM_FRCS-0316,ABC,ARMY,ARM_FRCS,Armed Forces,14,Commands in Indian Army = ___.,4,5,7,6,C,7 Commands.,2,OMR_2024,TRUE
Q-ARM_FRCS-0317,ABC,ARMY,ARM_FRCS,Armed Forces,14,Western Command HQ at:,Amritsar,Jallandhar,Chandimandir,Jodhpur,C,Chandimandir.,1,OMR_2024,TRUE
Q-ARM_FRCS-0318,ABC,ARMY,ARM_FRCS,Armed Forces,14,Eastern Command HQ at:,Shillong,Guwahati,Kolkata,Kohima,C,Kolkata.,1,OMR_2024,TRUE
Q-ARM_FRCS-0319,ABC,ARMY,ARM_FRCS,Armed Forces,14,Northern Command HQ at:,Srinagar,Shimla,Chandimandir,Udhampur,D,Udhampur.,2,OMR_2024,TRUE
Q-ARM_FRCS-0320,ABC,ARMY,ARM_FRCS,Armed Forces,14,Southern Command HQ at:,Bengaluru,Hyderabad,Bhopal,Pune,D,Pune.,3,OMR_2024,TRUE
Q-ARM_FRCS-0321,ABC,ARMY,ARM_FRCS,Armed Forces,14,South-Western Command HQ at:,Kota,Jaisalmer,Jodhpur,Jaipur,D,Jaipur.,1,OMR_2024,TRUE
Q-ARM_FRCS-0322,ABC,ARMY,ARM_FRCS,Armed Forces,14,Central Command HQ at:,Delhi,Bhopal,Lucknow,Pune,C,Lucknow.,2,OMR_2024,TRUE
Q-ARM_FRCS-0323,ABC,ARMY,ARM_FRCS,Armed Forces,14,Indian Navy is ___ largest in world.,Fourth,Seventh,Largest,Tenth,B,7th largest.,1,OMR_2024,TRUE
Q-ARM_FRCS-0324,ABC,ARMY,ARM_FRCS,Armed Forces,14,IAF is world's ___ largest air force.,Largest,Sixth,Fourth,Tenth,C,4th largest.,1,OMR_2024,TRUE
Q-ARM_FRCS-0325,ABC,ARMY,ARM_FRCS,Armed Forces,14,IAF is ___ of three services.,Oldest,Youngest,Largest,Smallest,B,Youngest.,2,OMR_2024,TRUE
Q-ARM_FRCS-0326,ABC,ARMY,ARM_FRCS,Armed Forces,14,Western Naval Command HQ at:,Karwar,Kochi,Mumbai,Goa,C,Mumbai.,1,OMR_2024,TRUE
Q-ARM_FRCS-0327,ABC,ARMY,ARM_FRCS,Armed Forces,14,Eastern Naval Command HQ at:,Kakinada,Pradip,Chennai,Visakhapatnam,D,Visakhapatnam.,3,OMR_2024,TRUE
Q-ARM_FRCS-0328,ABC,ARMY,ARM_FRCS,Armed Forces,14,Southern Naval Command HQ at:,Kanyakumari,Kochi,Thiruvananthapuram,Chennai,B,Kochi.,2,OMR_2024,TRUE
Q-ARM_FRCS-0329,ABC,ARMY,ARM_FRCS,Armed Forces,14,NSG known as ___.,Black Panthers,White Tigers,Black Cats,Grey Wolves,C,Black Cats.,1,QB13,TRUE
Q-ARM_FRCS-0330,ABC,ARMY,ARM_FRCS,Armed Forces,14,SPG protects ___.,President,PM and ex-PMs,Defence Minister,All VVIPs,B,PM and ex-PMs and families.,1,QB13,TRUE
Q-ARM_FRCS-0331,ABC,ARMY,ARM_FRCS,Armed Forces,14,Army Captain = ___ stars on shoulder.,Two,One,Four,Three,D,3 stars.,2,QB13,TRUE
Q-ARM_FRCS-0332,ABC,ARMY,ARM_FRCS,Armed Forces,14,Brigadier = ___ stars + Ashoka emblem.,Two,Three,Four,None,B,3 stars.,1,QB13,TRUE
Q-ARM_FRCS-0333,ABC,ARMY,ARM_FRCS,Armed Forces,14,Havildar = ___ stripes on sleeve.,Two,Three,Four,Nil,B,3 stripes.,1,QB13,TRUE
Q-ARM_FRCS-0334,ABC,ARMY,ARM_FRCS,Armed Forces,14,CISF primary task = ___ security.,Border,Railway,Industrial,Nuclear,C,Industrial security.,3,QB13,TRUE
Q-ARM_FRCS-0335,ABC,ARMY,ARM_FRCS,Armed Forces,14,NDA training at ___ years at NDA.,Three,Two,Four,Five,A,3 years at NDA.,1,QB13,TRUE
Q-ARM_FRCS-0336,ABC,ARMY,ARM_FRCS,Armed Forces,14,A Brigade has 3-4 ___ under command.,Battalions,Companies,Divisions,Platoons,A,Battalions.,1,NEW,TRUE
Q-ARM_FRCS-0337,ABC,ARMY,ARM_FRCS,Armed Forces,14,A Corps is highest field formation with 3-4 ___.,Brigades,Battalions,Divisions,Groups,C,Divisions.,2,NEW,TRUE
Q-ARM_FRCS-0338,ABC,ARMY,ARM_FRCS,Armed Forces,14,EME major role = repair recovery and maintenance of ___.,Arms,Vehicles,All equipment,Ammunition,C,All equipment.,1,NEW,TRUE
Q-ARM_FRCS-0339,ABC,ARMY,ARM_FRCS,Armed Forces,14,Assam Rifles = oldest paramilitary force primary role ___.,Border security,Industrial security,Counter-terrorism,NE border protection,D,NE border protection.,1,NEW,TRUE
Q-ARM_FRCS-0340,ABC,ARMY,ARM_FRCS,Armed Forces,14,Naib Subedar = ___ star + yellow and red stripe.,Two,One,Three,Nil,B,1 star.,2,NEW,TRUE
Q-ARM_FRCS-0341,ABC,ARMY,ARM_FRCS,Armed Forces,14,Andaman and Nicobar Command HQ at:,Car Nicobar,Great Nicobar,Indira Point,Port Blair,D,Port Blair.,3,NEW,TRUE
Q-ARM_FRCS-0342,ABC,ARMY,ARM_FRCS,Armed Forces,14,Operation Pawan = military action in ___ 1987-90.,Bangladesh,Myanmar,Sri Lanka,Maldives,C,Sri Lanka.,1,NEW,TRUE
Q-ARM_FRCS-0343,ABC,ARMY,ARM_FRCS,Armed Forces,14,Head Constable identified by ___ red stripes on sleeve.,Four,Nil,Two,Three,D,3 stripes.,2,NEW,TRUE
Q-MAP_RDG-0344,ABC,ARMY,MAP_RDG,Map Reading,15,Horizontal vertical grid lines on map called:,Longitudes,Magnetic Lines,Grid Lines,Latitudes,C,Grid Lines.,1,OMR_2024,TRUE
Q-MAP_RDG-0345,ABC,ARMY,MAP_RDG,Map Reading,15,Science of making maps = ___.,Scalography,Mapography,Cartography,Survey,C,Cartography.,1,OMR_2024,TRUE
Q-MAP_RDG-0346,ABC,ARMY,MAP_RDG,Map Reading,15,Symbols on map = ___.,Datum Points,Conventional Signs,Reference Points,Reference Signs,B,Conventional Signs.,2,OMR_2024,TRUE
Q-MAP_RDG-0347,ABC,ARMY,MAP_RDG,Map Reading,15,GR format:,Four Figure,Six Figure,Ten Figure,Any of these,D,Any format.,1,OMR_2024,TRUE
Q-MAP_RDG-0348,ABC,ARMY,MAP_RDG,Map Reading,15,First half of GR = ___ value.,Northing,Latitudinal,Longitudinal,Easting,D,Easting.,1,OMR_2024,TRUE
Q-MAP_RDG-0349,ABC,ARMY,MAP_RDG,Map Reading,15,Vertical lines increasing W to E = ___.,Northings,Grid Lines,Eastings,Bearings,C,Eastings.,2,OMR_2024,TRUE
Q-MAP_RDG-0350,ABC,ARMY,MAP_RDG,Map Reading,15,Horizontal lines increasing S to N = ___.,Grid Lines,Northings,Bearings,Eastings,B,Northings.,3,OMR_2024,TRUE
Q-MAP_RDG-0351,ABC,ARMY,MAP_RDG,Map Reading,15,Contour lines never cross is ___.,True,False,,,B,False - they can merge at cliffs.,1,OMR_2024,TRUE
Q-MAP_RDG-0352,ABC,ARMY,MAP_RDG,Map Reading,15,Line of equal height = ___.,Elevation Line,Height Line,Bearing Line,Contour Line,D,Contour Line.,2,OMR_2024,TRUE
Q-MAP_RDG-0353,ABC,ARMY,MAP_RDG,Map Reading,15,Angle from North to a direction = ___.,Bearing,Degree Line,Direction Line,Direction Angle,A,Bearing.,1,OMR_2024,TRUE
Q-MAP_RDG-0354,ABC,ARMY,MAP_RDG,Map Reading,15,True N minus Magnetic N = ___.,Grid Convergence,North Variation,Magnetic Variation,Grid Variation,C,Magnetic Variation.,1,OMR_2024,TRUE
Q-MAP_RDG-0355,ABC,ARMY,MAP_RDG,Map Reading,15,Back bearing of 139 degrees = ___ degrees.,289,359,319,419,C,319 degrees.,2,OMR_2024,TRUE
Q-MAP_RDG-0356,ABC,ARMY,MAP_RDG,Map Reading,15,"1:50000 map, 2 cm = ___ on ground.",500m,1 km,1.5 km,2 km,B,1 km.,1,OMR_2024,TRUE
Q-MAP_RDG-0357,ABC,ARMY,MAP_RDG,Map Reading,15,High ground projecting into lower ground = ___.,Watershed,Ridge,Spur,Crest,C,Spur.,3,OMR_2024,TRUE
Q-MAP_RDG-0358,ABC,ARMY,MAP_RDG,Map Reading,15,Small isolated hill = ___.,Single Hill,Re-entrant,Knoll,Salient,C,Knoll.,2,OMR_2024,TRUE
Q-MAP_RDG-0359,ABC,ARMY,MAP_RDG,Map Reading,15,GPS controlled by US ___.,NASA,Space Dept,Satellite Tech,Department of Defence,D,DoD.,1,QB13,TRUE
Q-MAP_RDG-0360,ABC,ARMY,MAP_RDG,Map Reading,15,135 degrees = ___ direction.,North West,West North West,South South East,South East,D,South East.,1,QB13,TRUE
Q-MAP_RDG-0361,ABC,ARMY,MAP_RDG,Map Reading,15,Rise between consecutive contours = ___.,Contour Difference,Height Variation,Vertical Interval,Ridge Variation,C,Vertical Interval.,2,QB13,TRUE
Q-MAP_RDG-0362,ABC,ARMY,MAP_RDG,Map Reading,15,Pole Star indicates True North to ___ degrees.,5,3,1,2,D,2 degrees.,1,QB13,TRUE
Q-MAP_RDG-0363,ABC,ARMY,MAP_RDG,Map Reading,15,Ridge = line from which water flows in ___ directions.,Same,Opposite,Random,Three,B,Opposite directions.,1,QB13,TRUE
Q-MAP_RDG-0364,ABC,ARMY,MAP_RDG,Map Reading,15,Dead ground not visible due to ___.,Weather,Undulations or hills,Darkness,Distance,B,Undulations or hills.,3,QB13,TRUE
Q-MAP_RDG-0365,ABC,ARMY,MAP_RDG,Map Reading,15,Map Setter = Magnetic North on map points to Magnetic North.,True,False,,,A,True.,1,QB13,TRUE
Q-MAP_RDG-0366,ABC,ARMY,MAP_RDG,Map Reading,15,Magnetic Bearing measured using ___.,Protractor,Pointer,Compass,Triangle,C,Compass.,1,NEW,TRUE
Q-MAP_RDG-0367,ABC,ARMY,MAP_RDG,Map Reading,15,Grid Bearing measured using ___.,Compass,Scale,Service Protractor,Triangle,C,Service Protractor.,2,NEW,TRUE
Q-MAP_RDG-0368,ABC,ARMY,MAP_RDG,Map Reading,15,Three rays not meeting in resection forms a ___.,Rectangle of Error,Triangle of Error,Octagon of Error,Parallelogram,B,Triangle of Error.,1,NEW,TRUE
Q-MAP_RDG-0369,ABC,ARMY,MAP_RDG,Map Reading,15,Survey of India prepares ___ maps for whole country.,Political,Topographical,Aerial,Satellite,B,Topographical maps.,1,NEW,TRUE
Q-MAP_RDG-0370,ABC,ARMY,MAP_RDG,Map Reading,15,Representative Fraction 1:25000 means 1 unit = ___ units on ground.,2500,25000,250,250000,B,25000 units.,2,NEW,TRUE
Q-MAP_RDG-0371,ABC,ARMY,MAP_RDG,Map Reading,15,Pointer Staff used for ___.,Measuring distance,Showing bearing,Showing an object to another person,Finding own position,C,Showing object to another person.,3,NEW,TRUE
Q-MAP_RDG-0372,ABC,ARMY,MAP_RDG,Map Reading,15,247.5 degrees = ___ direction.,West North West,South South East,South South West,West South West,D,West South West.,1,NEW,TRUE
Q-MAP_RDG-0373,ABC,ARMY,MAP_RDG,Map Reading,15,"If bearing of B from A is 201 degrees, bearing of A from B = ___ degrees.",271,91,181,21,D,21 degrees.,2,NEW,TRUE
Q-FLD_CRFT-0374,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Methods of judging distance = ___.,Four,Three,Six,Ten,C,Six methods.,1,OMR_2024,TRUE
Q-FLD_CRFT-0375,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Art of using ground and weapon = ___.,Camouflage,Field Craft,Field Signal,Battle Craft,B,Field Craft.,1,OMR_2024,TRUE
Q-FLD_CRFT-0376,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Unit of Measure = ___ yards method.,25,50,100,150,C,100 yards.,2,OMR_2024,TRUE
Q-FLD_CRFT-0377,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Ground up to 300 yards = ___.,Middle Distance,Fore Ground,Short Distance,Middle Ground,B,Fore Ground.,1,OMR_2024,TRUE
Q-FLD_CRFT-0378,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Section has ___ persons.,36,10,50,16,B,10 persons.,1,OMR_2024,TRUE
Q-FLD_CRFT-0379,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Scouts advance bound to ___.,Target,High Ground,Bound,Landmark,C,Bound.,2,OMR_2024,TRUE
Q-FLD_CRFT-0380,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,FCO sequence: Group-Range-Indication-___.,Type of Fire,Movement,Enemy,Target,A,Type of Fire.,3,OMR_2024,TRUE
Q-FLD_CRFT-0381,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Camouflage = misleading enemy about ___ identity.,Enemy,Own,Civilian,Equipment,B,Own identity.,1,OMR_2024,TRUE
Q-FLD_CRFT-0382,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Cover from view often NOT cover from ___.,Sight,Sound,Observation,Fire,D,Fire.,2,OMR_2024,TRUE
Q-FLD_CRFT-0383,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Right arm fully raised = ___.,Advance,Close,Attack,Halt,D,Halt.,1,OMR_2024,TRUE
Q-FLD_CRFT-0384,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Right Hand Thumb Down = ___.,Enemy in Sight,Enemy LMG firing,Turn about,Close,B,Enemy LMG firing.,1,OMR_2024,TRUE
Q-FLD_CRFT-0385,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Clove Hitch = securing rope to ___.,Join ropes,Make loops,Spar,Rope-ends,C,Spar.,2,OMR_2024,TRUE
Q-FLD_CRFT-0386,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,GLD = General ___ of Direction.,Group Line,Level,Line,Length,C,General Line of Direction.,1,OMR_2024,TRUE
Q-FLD_CRFT-0387,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Half Left = ___ degrees.,23.5,90,45,60,C,45 degrees.,3,OMR_2024,TRUE
Q-FLD_CRFT-0388,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Three quarters Right = ___ degrees.,22.5,135,67.5,10,C,67.5 degrees.,2,OMR_2024,TRUE
Q-FLD_CRFT-0389,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Ground 300-500 yards = ___.,Far Distance,Middle Distance,Beyond Range,Middle Ground,B,Middle Distance.,1,QB13,TRUE
Q-FLD_CRFT-0390,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,FC full form = Field ___ and Battle Craft.,Combat,Craft,Combat,Coordination,B,Field Craft.,1,QB13,TRUE
Q-FLD_CRFT-0391,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Basic skill of tactics = ___.,Field Craft,Battle Craft,Fire and Move,Section Formation,C,Fire and Move.,2,QB13,TRUE
Q-FLD_CRFT-0392,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Section commander keeps section within ___ control.,Tactical,Radio,Voice or visible,Mental,C,Voice or visible control.,1,QB13,TRUE
Q-FLD_CRFT-0393,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,"In Bracketing method, average of ___ and ___ distances accepted.",Min and Max,Short and Long,Near and Far,Low and High,A,Maximum and minimum.,1,QB13,TRUE
Q-FLD_CRFT-0394,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Field signals alternate means when ___ control not possible.,Tactical,Military,Voice,Line of sight,C,Voice control.,3,QB13,TRUE
Q-FLD_CRFT-0395,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Fire and Move angle of covering fire should be ___ as possible.,Narrow,Small,Wide,Fixed,C,As wide as possible.,1,QB13,TRUE
Q-FLD_CRFT-0396,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Arc of Fire = area for which fire unit is ___.,Deployed,Responsible,Trained,Positioned,B,Responsible.,1,NEW,TRUE
Q-FLD_CRFT-0397,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Open Ground = ground with little ___ for infantry.,Distance,Cover,Height,Width,B,Cover.,2,NEW,TRUE
Q-FLD_CRFT-0398,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Scouts = ___ and ears of the section.,Arms,Brains,Eyes,Legs,C,Eyes.,1,NEW,TRUE
Q-FLD_CRFT-0399,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Brief Fire Control Orders when there is no time for ___ orders.,Short,Opportunity,Full,Delayed,C,Full orders.,1,NEW,TRUE
Q-FLD_CRFT-0400,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Opportunity FCO given when target is ___ continuously seen.,Always,Not,Sometimes,Never,B,Not continuously seen.,2,NEW,TRUE
Q-FLD_CRFT-0401,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Reef Knot used for:,Securing rope to spar,Joining ropes of equal size,Making a loop,Securing heavy load,B,Joining ropes of equal size.,3,NEW,TRUE
Q-FLD_CRFT-0402,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Section formation best for final assault:,File,Single File,Extended Line,Arrow Head,C,Extended Line.,1,NEW,TRUE
Q-FLD_CRFT-0403,ABC,ARMY,FLD_CRFT,Field Craft & Battle Craft,16,Section formation for narrow mountain track:,Extended Line,Single File,File,Arrow Head,B,Single File.,2,NEW,TRUE
Q-INF_WPN-0404,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,INSAS normal ROF = ___ rounds/min.,80,60,40,90,B,60 rpm.,1,OMR_2024,TRUE
Q-INF_WPN-0405,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,84mm RL fires ___ types of ammo.,2,3,4,5,C,4 types.,1,OMR_2024,TRUE
Q-INF_WPN-0406,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,81mm Mortar max range = ___ metres.,4500,6400,5200,3000,C,5200 m.,2,OMR_2024,TRUE
Q-INF_WPN-0407,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,Infantry Bn RL caliber = ___ mm.,100,20,7.62,84,D,84 mm.,1,OMR_2024,TRUE
Q-INF_WPN-0408,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,INSAS MV = ___ m/sec.,1200,900,1000,2700,B,900 m/sec.,1,OMR_2024,TRUE
Q-INF_WPN-0409,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,7.62mm MMG normal ROF = ___ rpm.,200,250,100,150,C,100 rpm.,2,OMR_2024,TRUE
Q-INF_WPN-0410,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,7.62mm LMG effective range on tripod = ___.,300 m,400 m,1500 m,1000 m,D,1000 m.,3,OMR_2024,TRUE
Q-INF_WPN-0411,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,Rifle Companies in standard Inf Bn = ___.,5,4,3,6,B,4.,1,OMR_2024,TRUE
Q-INF_WPN-0412,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,84mm RL back blast zone = ___ metres.,10,20,15,25,C,15 m.,2,OMR_2024,TRUE
Q-INF_WPN-0413,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,81mm Mortar min safe range = ___ metres.,80,120,90,100,C,90 m.,1,OMR_2024,TRUE
Q-INF_WPN-0414,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,INSAS Rifle has ___ modes of fire.,3,2,1,4,B,2 modes.,1,OMR_2024,TRUE
Q-INF_WPN-0415,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,Safety catch positions on INSAS = ___.,2,5,4,3,D,3 positions.,2,OMR_2024,TRUE
Q-INF_WPN-0416,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,HE = ___ Explosive.,Heat Equipment,High Energy,His Excellency,High,D,High Explosive.,1,OMR_2024,TRUE
Q-INF_WPN-0417,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,LMG magazine holds ___ rounds.,20,30,40,15,B,30 rounds.,3,OMR_2024,TRUE
Q-INF_WPN-0418,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,Max range of AT Guided Missile in Inf Bn = ___ m.,4500,1500,3500,2500,D,2500 m.,2,OMR_2024,TRUE
Q-INF_WPN-0419,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,Length of .22 Rifle = ___ inches.,43.5,35,40,30,A,43.5 inches.,1,QB13,TRUE
Q-INF_WPN-0420,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,Grooves in 7.62mm LMG barrel = ___.,4,5,7,6,D,6 grooves.,1,QB13,TRUE
Q-INF_WPN-0421,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,NOT a Company Support Weapon:,7.62mm Sniper Rifle,30mm MGL,81mm Mortar,7.62 MMG,C,81mm Mortar is battalion support.,2,QB13,TRUE
Q-INF_WPN-0422,ABC,ARMY,INF_WPN,Infantry Weapons & Equipment,17,NOT a capability of Infantry Bn:,Hold Ground,Self Reliance,Fire Power,Adaptability,C,Fire Power is provided by artillery.,1,QB13,TRUE
